hourly for 1 year,MW/1 MW installed capacity,MW/1 MW installed capacity,MW,MW,MW,MW,MW,NZD/kW,NZD/MW,time
no specific year,Area: 5313 m2,,Per 1000 houses,current electrical load,Fully-electrified load (case x),per 1000 homes,per 1000 homes,price,price,hr
time,solar,wind,residential_base,industrial_base,Industrial_2050,residential_evs,carpark_evs,grid_price_base_cnts,grid_price_base,hour
4612,0,0,0.732583333333333,0.09489812,0.128954473815714,0.64000000000000012,0,0.1,100,3
4613,0,0,0.639833333333334,0.08331164,0.117847660768571,0.64000000000000012,0,0.1,100,4
4614,0,0,0.450041666666667,0.09272516,0.127740847725714,0.64000000000000012,0,0.1,100,5
4615,0,0.003996972205,0.65875,0.0812076,0.116702954678571,0.64000000000000012,0,0.1,100,6
4616,0.002298311758,0.02306791905,0.741833333333333,0.09162112,0.127596141635714,0,0,0.3,300,7
4617,0.02078891724,0.02306791905,1.08866666666667,0.09210356,0.128558248588571,0,0,0.3,300,8
4618,0.03855185233,0.0560225152,1.27266666666667,0.095586,0.103500504758571,0,0.41142857142857142,0.18,180,9
4619,0.0579489588,0.02306791905,1.686375,0.16299952,0.177869195607143,0,0.41142857142857142,0.18,180,10
4620,0.1218818317,0,1.60479166916667,0.09555088,0.117135892981429,0,0.41142857142857142,0.18,180,11
4621,0.2094897963,0,1.32041666916667,0.1419644,0.171943584697143,0,0.41142857142857142,0.18,180,12
4622,0.1312276527,0.003996972205,1.206875,0.11837756,0.123414063028571,0,0.41142857142857142,0.18,180,13
4623,0.06561999719,0.09335127401,1.172375,0.13686,0.140217668685857,0,0.41142857142857142,0.18,180,14
4624,0.0826466418,0.1409909184,0.978625,0.11227352,0.114432021298143,0,0.41142857142857142,0.18,180,15
4625,0.01911016897,0.09335127401,0.997166669166667,0.09575596,0.0998331291185714,0,0,0.3,300,16
4626,0,0.003996972205,1.2332500025,0.09772336,0.103719196938571,0,0,0.3,300,17
4627,0,0,1.47116666666667,0.13796588,0.145640551284286,0,0,0.3,300,18
4628,0,0.02306791905,1.7195833375,0.10227696,0.111870299104286,0,0,0.3,300,19
4629,0,0.0560225152,1.72745833458333,0.1105884,0.121860573445714,0,0,0.18,180,20
4630,0,0.02306791905,1.86645832666667,0.11152108,0.124711921265714,0,0,0.18,180,21
4631,0,0.003996972205,2.11370833333333,0.2121794,0.227288909085714,0.64000000000000012,0,0.1,100,22
4632,0,0,1.71820833333333,0.21883808,0.235866256905714,0.64000000000000012,0,0.1,100,23
4633,0,0.003996972205,1.23229166666667,0.1644964,0.18344324473,0.64000000000000012,0,0.1,100,0
4634,0,0.02306791905,0.71725000125,0.16715472,0.188260066024286,0.64000000000000012,0,0.1,100,1
4635,0,0.09335127401,0.5771249975,0.1788134,0.202077247322857,0.64000000000000012,0,0.1,100,2
4636,0,0.1409909184,0.529,0.26647172,0.291894068621429,0.64000000000000012,0,0.1,100,3
4637,0,0.0560225152,0.652666666666667,0.2719922,0.29957304992,0.64000000000000012,0,0.1,100,4
4638,0,0.0560225152,0.597416666666666,0.1787198,0.208459151218571,0.64000000000000012,0,0.1,100,5
4639,0,0.0560225152,0.486666666666666,0.18837812,0.220275972517143,0.64000000000000012,0,0.1,100,6
4640,0,0.0560225152,0.825291666666667,0.20796752,0.240083177816429,0,0,0.3,300,7
4641,0.01687708859,0.2001988733,1.32683333333333,0.22869512,0.262969279115,0,0,0.3,300,8
4642,0.0446853785,0.09335127401,1.694125,0.22344676,0.224144232253857,0,0.41142857142857142,0.18,180,9
4643,0.06641213726,0.09335127401,1.384375,0.20936704,0.210304345731571,0,0.41142857142857142,0.18,180,10
4644,0.07890899988,0.272232564,1.3875,0.19135624,0.199728383536429,0,0.41142857142857142,0.18,180,11
4645,0.0806070796,0.3583494154,1.15725,0.13678448,0.145636290489286,0,0.41142857142857142,0.18,180,12
4646,0.07307313335,0.272232564,1.25250000375,0.13819764,0.139636640865429,0,0.41142857142857142,0.18,180,13
4647,0.05641734577,0.7432086672,1.147,0.14168008,0.146019110775143,0,0.41142857142857142,0.18,180,14
4648,0.04041958108,0.4598068526,0.973958334583333,0.23202432,0.233441292686571,0,0.41142857142857142,0.18,180,15
4649,0.01068119248,0.272232564,0.875333332083333,0.22850676,0.227765231388429,0,0,0.3,300,16
4650,0,0.1409909184,1.04566666791667,0.13492028,0.134418584866143,0,0,0.3,300,17
4651,0,0.09335127401,1.178,0.14340272,0.143140858343857,0,0,0.3,300,18
4652,0,0.272232564,1.895125,0.143074318,0.142812456343857,0,0,0.3,300,19
4653,0,0.272232564,1.81858333333333,0.144487838,0.144465809821143,0,0,0.18,180,20
4654,0,0.1409909184,1.89987499583333,0.147970278,0.148427916776571,0,0,0.18,180,21
4655,0,0.2001988733,1.88012499333333,0.146521998,0.146979636776571,0.64000000000000012,0,0.1,100,22
4656,0,0.3583494154,1.77904166666667,0.143935518,0.144632990253857,0.64000000000000012,0,0.1,100,23
4657,0,0.3583494154,1.197125,0.164349038,0.165286343731571,0.64000000000000012,0,0.1,100,0
4658,0,0.4598068526,0.920541665416667,0.247951716,0.248889021731571,0.64000000000000012,0,0.1,100,1
4659,0,0.2001988733,0.752208330833333,0.102190788,0.103367927209286,0.64000000000000012,0,0.1,100,2
4660,0,0.272232564,0.530125,0.105742508,0.107159480686571,0.64000000000000012,0,0.1,100,3
4661,0,0.3583494154,0.648791666666666,0.102224948,0.103641920686571,0.64000000000000012,0,0.1,100,4
4662,0,0.1409909184,0.538583333333334,0.230896546,0.232553352164286,0.64000000000000012,0,0.1,100,5
4663,0,0.2001988733,0.653291666666667,0.168310066,0.170206705642,0.64000000000000012,0,0.1,100,6
4664,0,0.1409909184,0.9695000025,0.165861426,0.167997899119286,0,0,0.3,300,7
4665,0.004582495549,0.2001988733,1.52666666666667,0.166533024,0.170610193118571,0,0,0.3,300,8
4666,0.01147080537,0.272232564,1.57870833333333,0.266946544,0.273204242596429,0,0.41142857142857142,0.18,180,9
4667,0.01530406833,0.272232564,1.182,0.152498264,0.160936492075714,0,0.41142857142857142,0.18,180,10
4668,0.01529987247,0.272232564,1.29591666416667,0.144980704,0.155359628072143,0,0.41142857142857142,0.18,180,11
4669,0.0137724345,0.8,0.94975,0.153394224,0.165713844072143,0,0.41142857142857142,0.18,180,12
4670,0.009945771482,0.7432086672,1.00741666666667,0.181876664,2.64941655640714,0,0.41142857142857142,0.18,180,13
4671,0.006121955873,0.3583494154,1.03079166666667,0.186290184,2.642709623794,0,0.41142857142857142,0.18,180,14
4672,0.002301991765,0.4598068526,0.9015416675,0.263477342,2.02996833999014,0,0.41142857142857142,0.18,180,15
4673,0.0007628523538,0.272232564,1.00729166666667,0.143306022,1.280269987735,0,0,0.3,300,16
4674,0,0.3583494154,1.03041666666667,0.145719542,0.823697889861429,0,0,0.3,300,17
4675,0,0.1409909184,1.414125,0.164132702,0.317621434867143,0,0,0.3,300,18
4676,0,0.4598068526,1.94091666666666,0.24173538,0.803729606562857,0,0,0.3,300,19
4677,0,0.4598068526,2.06304166666667,0.16721782,0.45289168613,0,0,0.18,180,20
4678,0,0.272232564,1.89729166666667,0.14170026,0.426632597518571,0,0,0.18,180,21
4679,0,0.1409909184,1.81800000125,0.180526934,0.454774429428572,0.64000000000000012,0,0.1,100,22
4680,0,0.272232564,1.65208333333333,0.083058052,0.238421396331429,0.64000000000000012,0,0.1,100,23
4681,0,0.3583494154,1.19825,0.083572972,0.313642098205714,0.64000000000000012,0,0.1,100,0
4682,0,0.4598068526,0.737125,0.095508012,0.117181137693571,0.64000000000000012,0,0.1,100,1
4683,0,0.272232564,0.638124999166667,0.072129972,0.230611151535714,0.64000000000000012,0,0.1,100,2
4684,0,0.603575805,0.534125,0.086850332,0.378498006888572,0.64000000000000012,0,0.1,100,3
4685,0,0.2001988733,0.529291666666666,0.101471932,0.413485900762857,0.64000000000000012,0,0.1,100,4
4686,0,0.272232564,0.604458333333333,0.09203985,0.256059227701429,0.64000000000000012,0,0.1,100,5
4687,0,0.2001988733,0.621625,0.18641957,0.446492385575714,0.64000000000000012,0,0.1,100,6
4688,0,0.1409909184,0.77308333375,0.08914521,0.299959097,0,0,0.3,300,7
4689,0.006119258147,0.1409909184,1.01875,0.11786953,0.413092678874286,0,0,0.3,300,8
4690,0.01455655953,0.0560225152,1.259,0.134019248,0.32734484282,0,0.41142857142857142,0.18,180,9
4691,0.0361323191,0.0560225152,1.283375,0.105057008,0.689661666208571,0,0.41142857142857142,0.18,180,10
4692,0.1144758276,0.02306791905,1.17975,0.117345886,0.559298373832857,0,0.41142857142857142,0.18,180,11
4693,0.0814618888,0.09335127401,1.10241666666667,0.106213326,0.283489629507143,0,0.41142857142857142,0.18,180,12
4694,0.09306229475,0.0560225152,1.14970833333333,0.079901206,0.547060713795714,0,0.41142857142857142,0.18,180,13
4695,0.1120433334,0,1.00170833333333,0.098778244,0.553246129165714,0,0.41142857142857142,0.18,180,14
4696,0.05241233027,0.003996972205,0.925916666666666,0.266457064,0.712944360014286,0,0.41142857142857142,0.18,180,15
4697,0.006110343084,0.02306791905,1.04641666458333,0.435931934,0.768199579271429,0,0,0.3,300,16
4698,0,0.02306791905,1.18529166666667,0.45602235,1.69226003981429,0,0,0.3,300,17
4699,0,0,1.45625000166667,0.330695794,1.72191935264286,0,0,0.3,300,18
4700,0,0.003996972205,1.94175000125,0.428973448,0.8085323447,0,0,0.3,300,19
4701,0,0,1.71495833333333,0.332323076,0.355173340902143,0,0,0.18,180,20
4702,0,0,1.57295833333333,0.258211576,0.421227563431429,0,0,0.18,180,21
4703,0,0,1.539,0.376707282,0.52729350846,0.64000000000000012,0,0.1,100,22
4704,0,0,1.24354166708333,0.248687394,0.285448000603571,0.64000000000000012,0,0.1,100,23
4705,0,0,0.830875,0.267400902,0.523895767097143,0.64000000000000012,0,0.1,100,0
4706,0,0,0.654999999166666,0.389450272,0.543264474568572,0.64000000000000012,0,0.1,100,1
4707,0,0,0.545833332083333,0.31069129,0.438096828898571,0.64000000000000012,0,0.1,100,2
4708,0,0,0.485333334583334,0.328444406,0.495013839237143,0.64000000000000012,0,0.1,100,3
4709,0,0,0.468041666666667,0.334939084,0.475584473478571,0.64000000000000012,0,0.1,100,4
4710,0,0,0.477666667083334,0.363244604,0.377634612654286,0.64000000000000012,0,0.1,100,5
4711,0,0,0.539166667083334,0.34992844,0.513619871507143,0.64000000000000012,0,0.1,100,6
4712,0.002292335164,0.003996972205,0.678666666666667,0.400612276,0.567835125132857,0,0,0.3,300,7
4713,0.02151046901,0,1.23225,0.510106954,0.655394815777143,0,0,0.3,300,8
4714,0.08387379401,0.003996972205,1.31683333333333,0.44579079,0.471323279517857,0,0.41142857142857142,0.18,180,9
4715,0.09468371263,0,1.27054166666667,0.506474626,2.81441733135143,0,0.41142857142857142,0.18,180,10
4716,0.09466757695,0,1.039125,0.595020262,2.44931977037572,0,0.41142857142857142,0.18,180,11
4717,0.1964484054,0.003996972205,0.811166666666667,0.559602602,2.06329202691143,0,0.41142857142857142,0.18,180,12
4718,0.2213803692,0.02306791905,0.774333333333334,0.649808988,2.28651318768171,0,0.41142857142857142,0.18,180,13
4719,0.1739513775,0.0560225152,0.774833334166666,0.569121446,1.79365656521271,0,0.41142857142857142,0.18,180,14
4720,0.3092554329,0.003996972205,0.853750000833334,0.598859492,2.39515840217143,0,0.41142857142857142,0.18,180,15
4721,0.0229160868,0.003996972205,0.621291666666667,0.353169218,1.32369096636714,0,0,0.3,300,16
4722,0,0,0.687333333333334,0.32583328,0.90553360397,0,0,0.3,300,17
4723,0,0,0.96775,0.33399964,1.04128420483714,0,0,0.3,300,18
4724,0,0,1.6598749975,0.470439484,1.18862669622143,0,0,0.3,300,19
4725,0,0,1.61154166666667,0.458117766,0.88858027516,0,0,0.18,180,20
4726,0,0,1.41416666666667,0.471793408,1.04730642195571,0,0,0.18,180,21
4727,0,0.003996972205,1.42754166666667,0.361229286,0.932119379482857,0.64000000000000012,0,0.1,100,22
4728,0,0.02306791905,1.04029166416667,0.407452768,0.558410997014286,0.64000000000000012,0,0.1,100,23
4729,0,0,0.626750000416667,0.37695677,0.820458399595714,0.64000000000000012,0,0.1,100,0
4730,0,0,0.624833333333333,0.245867028,0.692508521055714,0.64000000000000012,0,0.1,100,1
4731,0,0,0.543458333333334,0.286591792,1.30499707637286,0.64000000000000012,0,0.1,100,2
4732,0,0,0.475791666666667,0.401059354,0.991769989685714,0.64000000000000012,0,0.1,100,3
4733,0,0.003996972205,0.539500001666667,0.393702836,1.39121810300286,0.64000000000000012,0,0.1,100,4
4734,0,0,0.466916665833333,0.38566912,1.39820826001286,0.64000000000000012,0,0.1,100,5
4735,0,0,0.49425,0.42562872,0.895972147401429,0.64000000000000012,0,0.1,100,6
4736,0,0,0.735624998333333,0.435428284,0.848989832621429,0,0,0.3,300,7
4737,0.006112548669,0.003996972205,1.14633333208333,0.397511724,0.521168039974286,0,0,0.3,300,8
4738,0.01683807591,0,1.49341666666667,0.384779568,0.829849891041429,0,0.41142857142857142,0.18,180,9
4739,0.04071456447,0.003996972205,1.32983333333333,0.44230549,0.474966899308571,0,0.41142857142857142,0.18,180,10
4740,0.07961627407,0.003996972205,0.891458334166667,0.451762492,0.76120190059,0,0.41142857142857142,0.18,180,11
4741,0.1286491898,0,0.760833333333334,0.419522842,0.590431306014286,0,0.41142857142857142,0.18,180,12
4742,0.1440467086,0,1.02191666416667,0.420048764,0.624758889453571,0,0.41142857142857142,0.18,180,13
4743,0.4758752426,0,0.790625,0.388206884,0.526933605659429,0,0.41142857142857142,0.18,180,14
4744,0.1186682699,0.003996972205,0.63399999875,0.38064976,0.391202433014286,0,0.41142857142857142,0.18,180,15
4745,0.006105105881,0,0.688833333333333,0.681820882,0.711932235769286,0,0,0.3,300,16
4746,0,0,0.760083333333333,0.533658898,0.56416180601,0,0,0.3,300,17
4747,0,0,1.1139166625,0.629162772,0.665639488767857,0,0,0.3,300,18
4748,0,0,1.58641666791667,0.667269704,0.683142769877143,0,0,0.3,300,19
4749,0,0,1.29595832958333,0.614493706,1.14759282157857,0,0,0.18,180,20
4750,0,0,1.36391666541667,0.795290006,2.60325512049429,0,0,0.18,180,21
4751,0,0,1.39012500125,0.776677106,2.63723431304429,0.64000000000000012,0,0.1,100,22
4752,0,0,1.15733333458333,0.659713882,1.79331770248143,0.64000000000000012,0,0.1,100,23
4753,0,0,1.154375,0.07552727,1.44552647621,0.64000000000000012,0,0.1,100,0
4754,0,0,0.821166666666667,0.647746,1.80827973093143,0.64000000000000012,0,0.1,100,1
4755,0,0.003996972205,0.639666666666667,0.65050016,1.75582318181286,0.64000000000000012,0,0.1,100,2
4756,0,0.02306791905,0.453208333333333,0.800600488,2.24480130456143,0.64000000000000012,0,0.1,100,3
4757,0,0,0.512791668333333,0.826244852,1.97589796379429,0.64000000000000012,0,0.1,100,4
4758,0,0.02306791905,0.394833333333333,0.716146702,2.33808641383571,0.64000000000000012,0,0.1,100,5
4759,0,0,0.474208333333333,0.769478312,2.15671828742857,0.64000000000000012,0,0.1,100,6
4760,0.002289192146,0,0.497833333333333,0.8323314,3.61020460557143,0,0,0.3,300,7
4761,0.05816544269,0,0.7128333325,1.014525698,3.33947989978571,0,0,0.3,300,8
4762,0.1889585,0,1.05958333416667,1.044593868,3.40766947064286,0,0.41142857142857142,0.18,180,9
4763,0.3455505755,0.003996972205,1.36895833583333,1.025530404,3.84558510378571,0,0.41142857142857142,0.18,180,10
4764,0.4716684133,0.02306791905,1.580875,0.880704664,3.93407601807143,0,0.41142857142857142,0.18,180,11
4765,0.5992403418,0.0560225152,1.37016667166667,0.73912779,4.14605083742857,0,0.41142857142857142,0.18,180,12
4766,0.6023392158,0.2001988733,1.448916665,0.970740218,4.34476423892857,0,0.41142857142857142,0.18,180,13
4767,0.5091414692,0.1409909184,1.60716666666667,1.163288364,4.6825415915,0,0.41142857142857142,0.18,180,14
4768,0.3136571384,0.09335127401,1.30470833583333,1.18533386,3.08603619785643,0,0.41142857142857142,0.18,180,15
4769,0.02369633548,0.0560225152,1.2332083325,1.078048462,3.37791986357143,0,0,0.3,300,16
4770,0.002290886438,0,1.3099999975,1.241350786,6.49234184064286,0,0,0.3,300,17
4771,0,0.09335127401,1.64741667041667,1.29401562,5.7642523825,0,0,0.3,300,18
4772,0,0.02306791905,1.8098749975,0.715491462,4.106489177,0,0,0.3,300,19
4773,0,0.003996972205,1.69075000291667,0.994767184,3.60602833542857,0,0,0.18,180,20
4774,0,0,1.78987500125,1.010557484,3.53409080857143,0,0,0.18,180,21
4775,0,0,1.30170832916667,1.071284418,4.80389481371429,0.64000000000000012,0,0.1,100,22
4776,0,0,1.13870833333333,0.711579682,5.68428778557143,0.64000000000000012,0,0.1,100,23
4777,0,0,0.983166666666667,1.133745018,5.16843988692857,0.64000000000000012,0,0.1,100,0
4778,0,0,0.882458333333334,1.168787404,4.43514561956786,0.64000000000000012,0,0.1,100,1
4779,0,0,0.721958333333333,0.91874341,4.28123483164286,0.64000000000000012,0,0.1,100,2
4780,0,0,0.479541666666666,1.092160222,4.16113926314286,0.64000000000000012,0,0.1,100,3
4781,0,0,0.541125,0.967762876,4.3914459845,0.64000000000000012,0,0.1,100,4
4782,0,0,0.480583333333333,0.948925258,5.71975079385714,0.64000000000000012,0,0.1,100,5
4783,0,0,0.369125,1.238767244,4.02967083942857,0.64000000000000012,0,0.1,100,6
4784,0.002297526597,0,0.488875,0.973578584,2.81665310671429,0,0,0.3,300,7
4785,0.04338788565,0,0.674875,0.828011736,2.863865842,0,0,0.3,300,8
4786,0.08718245105,0,0.906416666666666,1.16852806,3.71803717435714,0,0.41142857142857142,0.18,180,9
4787,0.1524031067,0,1.141875,0.999060944,4.57692334878572,0,0.41142857142857142,0.18,180,10
4788,0.1749103191,0,1.07570833333333,1.03701388,5.03873333707143,0,0.41142857142857142,0.18,180,11
4789,0.3141570352,0,1.39695833333333,1.27303559,5.38627539771429,0,0.41142857142857142,0.18,180,12
4790,0.5880223036,0,1.438,1.05101506,6.17424434742857,0,0.41142857142857142,0.18,180,13
4791,0.5326465285,0,1.33825,1.264026494,5.94932454407143,0,0.41142857142857142,0.18,180,14
4792,0.1599121287,0,1.168875,1.138105398,5.46194272321429,0,0.41142857142857142,0.18,180,15
4793,0.05441847405,0,1.30025000041667,1.383906792,5.73729759757143,0,0,0.3,300,16
4794,0.002296075027,0,0.971625000416666,1.227644258,6.10095689578572,0,0,0.3,300,17
4795,0,0,1.66904166708333,1.174797086,5.67311365664286,0,0,0.3,300,18
4796,0,0,1.79741666666667,1.131014948,4.35634782042857,0,0,0.3,300,19
4797,0,0,1.89295833333333,0.974894156,3.90884121542857,0,0,0.18,180,20
4798,0,0,1.74754166958333,1.09855933,4.09974813592857,0,0,0.18,180,21
4799,0,0,1.60700000125,0.880906544,5.40335192892857,0.64000000000000012,0,0.1,100,22
4800,0,0,1.21479166666667,0.895894896,4.81581002428572,0.64000000000000012,0,0.1,100,23
4801,0,0,0.99525,1.106219416,4.40509800692857,0.64000000000000012,0,0.1,100,0
4802,0,0,0.689958333333333,1.003643572,5.12641845914286,0.64000000000000012,0,0.1,100,1
4803,0,0,0.605791666666666,1.15053621,5.49309162835714,0.64000000000000012,0,0.1,100,2
4804,0,0,0.4935,1.117018998,5.80947464478571,0.64000000000000012,0,0.1,100,3
4805,0,0,0.55975,0.872179438,4.99454100257143,0.64000000000000012,0,0.1,100,4
4806,0,0,0.464,1.027213636,3.31326776128571,0.64000000000000012,0,0.1,100,5
4807,0,0,0.508416666666666,1.123319032,5.44402210192857,0.64000000000000012,0,0.1,100,6
4808,0.004602020997,0,0.80475,1.002457098,4.25190744371429,0,0,0.3,300,7
4809,0.05440257708,0,1.6015416625,1.19049988,4.55229995746429,0,0,0.3,300,8
4810,0.1501986726,0,1.30279166666667,1.064278006,4.74522318814286,0,0.41142857142857142,0.18,180,9
4811,0.2690576953,0,1.32416666541667,1.496703808,4.75045264542857,0,0.41142857142857142,0.18,180,10
4812,0.454889905,0,0.989416663333334,1.140683266,6.36216828828572,0,0.41142857142857142,0.18,180,11
4813,0.5987315598,0,0.766416666666667,1.321994476,6.72731720221429,0,0.41142857142857142,0.18,180,12
4814,0.6251994793,0,0.633875,1.337759608,6.59038439978572,0,0.41142857142857142,0.18,180,13
4815,0.5660599072,0,0.677291666666666,1.219687934,5.81743020971429,0,0.41142857142857142,0.18,180,14
4816,0.1815428545,0,0.65612499875,1.345155454,5.1581578985,0,0.41142857142857142,0.18,180,15
4817,0.04137071028,0.8,0.63425000125,1.077614618,4.96753257121429,0,0,0.3,300,16
4818,0.002296355402,0.09335127401,0.648708334583333,1.232578494,5.0144342605,0,0,0.3,300,17
4819,0,0.8,1.08433333333333,1.131886262,4.926127733,0,0,0.3,300,18
4820,0,0.8,1.69912500416667,1.241645394,4.98428330371429,0,0,0.3,300,19
4821,0,0.272232564,1.67183333333333,1.166726492,4.12191601971429,0,0,0.18,180,20
4822,0,0.7432086672,2.07370833333334,1.061815428,4.33279213142857,0,0,0.18,180,21
4823,0,0.0560225152,1.93604166416667,1.122781466,4.14669280060714,0.64000000000000012,0,0.1,100,22
4824,0,0.1409909184,1.55095833083333,1.08612299,4.28987801935714,0.64000000000000012,0,0.1,100,23
4825,0,0.272232564,0.845166665,1.209338764,4.72780680114286,0.64000000000000012,0,0.1,100,0
4826,0,0.02306791905,0.478208333333333,1.072313298,4.73245188321429,0.64000000000000012,0,0.1,100,1
4827,0,0.603575805,0.47325,1.24310175,4.41073968235714,0.64000000000000012,0,0.1,100,2
4828,0,0.09335127401,0.438625000416667,1.09554591,5.00541996671429,0.64000000000000012,0,0.1,100,3
4829,0,0.003996972205,0.480375,1.241971786,4.92869056742857,0.64000000000000012,0,0.1,100,4
4830,0,0,0.3945,0.91190587,4.87864222878572,0.64000000000000012,0,0.1,100,5
4831,0,0.8,0.448541665416667,1.090405452,4.17902333664286,0.64000000000000012,0,0.1,100,6
4832,0.002300698399,0.8,0.802083332916666,1.301098684,3.70671957357143,0,0,0.3,300,7
4833,0.02157587015,0.2001988733,1.529833335,1.113287926,3.04209262078571,0,0,0.3,300,8
