hourly for 1 year,MW/1 MW installed capacity,MW/1 MW installed capacity,MW,MW,MW,MW,MW,NZD/kW,NZD/MW,time
no specific year,Area: 5313 m2,,Per 1000 houses,current electrical load,Fully-electrified load (case x),per 1000 homes,per 1000 homes,price,price,hr
time,solar,wind,residential_base,industrial_base,Industrial_2050,residential_evs,carpark_evs,grid_price_base_cnts,grid_price_base,hour
7956,0.250615922,0.272232564,0.770041668333334,1.19466683,5.64001239635714,0,0.41142857142857142,0.18,180,11
7957,0.4793714821,0.272232564,0.7115,0.970845632,5.33590146628571,0,0.41142857142857142,0.18,180,12
7958,0.2443415966,0.3583494154,0.7950833325,1.407562524,5.440612054,0,0.41142857142857142,0.18,180,13
7959,0.3088605917,0.4598068526,0.635041666666666,1.32076839,5.26309256492857,0,0.41142857142857142,0.18,180,14
7960,0.2991502317,0.7432086672,0.76499999875,1.302576898,5.084598984,0,0.41142857142857142,0.18,180,15
7961,0.2485666699,0.603575805,0.799541666666667,1.373064642,6.85492396542857,0,0,0.3,300,16
7962,0.08816862949,0.603575805,0.6899583325,1.3570596,7.64353377985714,0,0,0.3,300,17
7963,0.03938975208,0.3583494154,0.778,1.40822079,7.53127035314286,0,0,0.3,300,18
7964,0.00612006616,0.3583494154,0.923583329583334,1.64276144,7.26028778457143,0,0,0.3,300,19
7965,0,0.2001988733,0.94225000125,1.545314538,7.13031164235714,0,0,0.18,180,20
7966,0,0.1409909184,0.960416666666666,1.661937894,6.72134201878571,0,0,0.18,180,21
7967,0,0.1409909184,0.85675,1.537834568,6.94956918992857,0.64000000000000012,0,0.1,100,22
7968,0,0.1409909184,0.70137499875,1.520938154,7.02797947228571,0.64000000000000012,0,0.1,100,23
7969,0,0.0560225152,0.645875,1.475667982,5.61071543567857,0.64000000000000012,0,0.1,100,0
7970,0,0.003996972205,0.545958333333333,1.405737332,7.20266159435714,0.64000000000000012,0,0.1,100,1
7971,0,0,0.426458333333333,1.401408934,5.0230061475,0.64000000000000012,0,0.1,100,2
7972,0,0,0.437791667916666,1.339919754,4.55274935192857,0.64000000000000012,0,0.1,100,3
7973,0,0,0.48620833375,1.40784605,5.24882898314286,0.64000000000000012,0,0.1,100,4
7974,0.01667225231,0,0.354708333333333,1.40101596,4.71593888892857,0.64000000000000012,0,0.1,100,5
7975,0.07819627978,0.2001988733,0.433833333333333,1.569048948,7.83069371764286,0.64000000000000012,0,0.1,100,6
7976,0.2120589777,0.0560225152,0.56345833375,1.733181834,6.89322764607143,0,0,0.3,300,7
7977,0.297573058,0.3583494154,0.98325,1.431120782,7.16535048785714,0,0,0.3,300,8
7978,0.4207496017,0.603575805,1.00608333333333,1.687038662,7.58210630278571,0,0.41142857142857142,0.18,180,9
7979,0.3849047339,0.603575805,0.788458333333334,1.597425946,7.74346459207143,0,0.41142857142857142,0.18,180,10
7980,0.7026643631,0.603575805,0.623749996666667,1.615195102,7.44912723378571,0,0.41142857142857142,0.18,180,11
7981,0.8626048012,0.8,0.957583333333333,1.530786512,6.94946092578572,0,0.41142857142857142,0.18,180,12
7982,0.7221594264,0.603575805,0.907541666666666,1.630162598,6.26528370521429,0,0.41142857142857142,0.18,180,13
7983,0.6699040459,0.603575805,0.811875,1.659055146,6.29970428535714,0,0.41142857142857142,0.18,180,14
7984,0.5192743207,0.603575805,0.818666666666667,1.522537456,6.74671904157143,0,0.41142857142857142,0.18,180,15
7985,0.3447781021,0.4598068526,0.821375,1.57546944,7.06448114607143,0,0,0.3,300,16
7986,0.1414000118,0.1409909184,0.697458333333334,1.652649836,6.25198922221429,0,0,0.3,300,17
7987,0.03691116612,0.2001988733,0.955375,1.784241266,7.38953831992857,0,0,0.3,300,18
7988,0.008423266784,0.02306791905,1.118,1.592065008,6.751575235,0,0,0.3,300,19
7989,0,0,1.07054166791667,1.74306395,7.62334507442857,0,0,0.18,180,20
7990,0,0,1.05666666666667,1.798494334,6.702547497,0,0,0.18,180,21
7991,0,0,1.05983333125,1.731725564,6.93232356628571,0.64000000000000012,0,0.1,100,22
7992,0,0,0.841874999166667,1.83223629,7.83644497857143,0.64000000000000012,0,0.1,100,23
7993,0,0,0.570541666666667,1.768859248,7.01802835242857,0.64000000000000012,0,0.1,100,0
7994,0,0,0.456791665833333,1.334557764,7.36344974828571,0.64000000000000012,0,0.1,100,1
7995,0,0,0.458583333333333,1.583833012,7.00106125542857,0.64000000000000012,0,0.1,100,2
7996,0,0,0.517875,1.29479929,6.22161682107143,0.64000000000000012,0,0.1,100,3
7997,0.002292008559,0,0.51425,1.46867197,6.08313989657143,0.64000000000000012,0,0.1,100,4
7998,0.04624107328,0,0.515666666666667,1.444037768,5.97110881014286,0.64000000000000012,0,0.1,100,5
7999,0.1562596143,0,0.662125,1.68842118,7.4760451175,0.64000000000000012,0,0.1,100,6
8000,0.3303568931,0,0.917291667916667,1.478286234,7.33633609935714,0,0,0.3,300,7
8001,0.4967801744,0,0.99325,1.60009204,7.84838734142857,0,0,0.3,300,8
8002,0.5868297307,0,0.94025,1.672112016,6.99090360614286,0,0.41142857142857142,0.18,180,9
8003,0.7427042666,0,0.836166666666667,1.70703335,7.20930224321429,0,0.41142857142857142,0.18,180,10
8004,0.7889992182,0.2001988733,0.886916666666666,1.590276708,2.68659372199286,0,0.41142857142857142,0.18,180,11
8005,0.7807179881,0.603575805,0.624583335416667,1.612897672,6.55560756078572,0,0.41142857142857142,0.18,180,12
8006,0.6132731152,0.4598068526,0.715249999166667,1.640322182,6.918997713,0,0.41142857142857142,0.18,180,13
8007,0.6100015325,0.02306791905,0.601875000416667,1.672858354,7.3069745285,0,0.41142857142857142,0.18,180,14
8008,0.5147865541,0.8,0.731500000833333,1.625058704,7.25352705957143,0,0.41142857142857142,0.18,180,15
8009,0.3222823004,0.8,0.727374998333333,1.548614806,6.80158435878571,0,0,0.3,300,16
8010,0.1425772021,0.8,0.602625,1.512403332,7.3703235045,0,0,0.3,300,17
8011,0.03478859156,0.8,0.821958333333334,1.625880144,7.09834138514286,0,0,0.3,300,18
8012,0.002296215216,0.02306791905,0.928583334583333,1.704806742,7.1017917355,0,0,0.3,300,19
8013,0,0.272232564,0.978208334583334,1.674822078,7.73530899385714,0,0,0.18,180,20
8014,0,0.603575805,1.08154166541667,1.516863668,7.44357942171429,0,0,0.18,180,21
8015,0,0.09335127401,0.982833333333334,1.770908714,7.57008206692857,0.64000000000000012,0,0.1,100,22
8016,0,0.272232564,0.66687500125,1.437904388,6.30749504385714,0.64000000000000012,0,0.1,100,23
8017,0,0.0560225152,0.587666666666666,1.626855712,7.69340924057143,0.64000000000000012,0,0.1,100,0
8018,0,0.02306791905,0.5297500025,1.633179974,7.47908644428572,0.64000000000000012,0,0.1,100,1
8019,0,0.09335127401,0.414083333333333,1.455007886,7.11137265521429,0.64000000000000012,0,0.1,100,2
8020,0,0.09335127401,0.5035,1.382209458,6.37851730585714,0.64000000000000012,0,0.1,100,3
8021,0.002295233846,0.0560225152,0.519708334166666,1.480818176,6.33539408435714,0.64000000000000012,0,0.1,100,4
8022,0.02670375648,0.0560225152,0.4205833325,1.418722972,5.98329810571429,0.64000000000000012,0,0.1,100,5
8023,0.158601935,0.02306791905,0.493625000416667,1.488562902,7.36316101807143,0.64000000000000012,0,0.1,100,6
8024,0.3489035129,0.603575805,0.836916666666667,1.409727762,6.56754155892857,0,0,0.3,300,7
8025,0.5233327045,0.603575805,0.863,1.483016422,7.92164917271429,0,0,0.3,300,8
8026,0.667861116,0.8,0.818583333333334,1.16998324,6.83070854892857,0,0.41142857142857142,0.18,180,9
8027,0.7627174867,0.4598068526,0.687541666666667,1.53878902,7.44717198107143,0,0.41142857142857142,0.18,180,10
8028,0.8083973365,0.02306791905,0.639416666666667,1.629420872,6.96914379885714,0,0.41142857142857142,0.18,180,11
8029,0.8013970656,0.02306791905,0.559375,1.77607572,7.14578252442857,0,0.41142857142857142,0.18,180,12
8030,0.7410201207,0.0560225152,0.533041667916667,1.710951262,7.68620096842857,0,0.41142857142857142,0.18,180,13
8031,0.6315977841,0.8,0.481958333333333,1.659002062,7.09778116814286,0,0.41142857142857142,0.18,180,14
8032,0.4857311944,0.4598068526,0.553666667083334,1.736684612,7.54347398135714,0,0.41142857142857142,0.18,180,15
8033,0.3188478747,0.4598068526,0.730500004166666,1.566886464,6.98714938335714,0,0,0.3,300,16
8034,0.147912175,0.3583494154,0.680875,1.734130548,7.8497106025,0,0,0.3,300,17
8035,0.03638151978,0.0560225152,1.02825,1.521897628,6.92451062835714,0,0,0.3,300,18
8036,0.00613613762,0.003996972205,0.927416665833334,1.754564446,7.21060908592857,0,0,0.3,300,19
8037,0,0,1.090625,1.723171846,7.66577005314286,0,0,0.18,180,20
8038,0,0.02306791905,1.1745,1.543736388,7.21729787007143,0,0,0.18,180,21
8039,0,0,1.11883332916667,1.780411628,7.70679721928571,0.64000000000000012,0,0.1,100,22
8040,0,0,0.776666665416667,1.756219914,7.12878568914286,0.64000000000000012,0,0.1,100,23
8041,0,0,0.642458333333334,1.599797256,7.00259417157143,0.64000000000000012,0,0.1,100,0
8042,0,0,0.602458333333333,1.384797666,6.40355953192857,0.64000000000000012,0,0.1,100,1
8043,0,0,0.4795,1.470082638,6.24879543742857,0.64000000000000012,0,0.1,100,2
8044,0,0.02306791905,0.498583333333333,1.47892963,6.12631339835714,0.64000000000000012,0,0.1,100,3
8045,0.004597449948,0.02306791905,0.464708333333333,1.36945554,5.6991384175,0.64000000000000012,0,0.1,100,4
8046,0.05046137648,0.272232564,0.403333333333333,1.430592522,5.90307186042857,0.64000000000000012,0,0.1,100,5
8047,0.1409104699,0.272232564,0.524,1.387321212,5.24549668542857,0.64000000000000012,0,0.1,100,6
8048,0.1654691098,0.3583494154,1.06437499916667,1.372448932,5.03820248635714,0,0,0.3,300,7
8049,0.4411710234,0.3583494154,0.981666666666666,1.477098838,5.64399669628571,0,0,0.3,300,8
8050,0.6294044992,0.603575805,0.5732916675,1.52134914,5.33702338264286,0,0.41142857142857142,0.18,180,9
8051,0.7682573191,0.7432086672,0.586,1.366631704,6.20676272607143,0,0.41142857142857142,0.18,180,10
8052,0.7827688,0.8,0.595,1.580213218,5.909742939,0,0.41142857142857142,0.18,180,11
8053,0.7635194304,0.8,0.4965,1.621966636,6.12846947892857,0,0.41142857142857142,0.18,180,12
8054,0.7127077033,0.8,0.51375,1.467457378,5.91847500778572,0,0.41142857142857142,0.18,180,13
8055,0.5985797569,0.7432086672,0.697375,1.682041744,7.141089646,0,0.41142857142857142,0.18,180,14
8056,0.2532059846,0.8,0.571458330833334,1.558313824,7.08231501864286,0,0.41142857142857142,0.18,180,15
8057,0.1399879024,0.8,0.612916666666667,1.5446235,7.8074880325,0,0,0.3,300,16
8058,0.08631539654,0.7432086672,0.694666667916667,1.604923962,7.76587412485714,0,0,0.3,300,17
8059,0.04727187163,0.4598068526,0.94108333375,1.725788814,7.99254164792857,0,0,0.3,300,18
8060,0.01685611301,0.1409909184,0.946041665416666,1.57057258,7.91156664714286,0,0,0.3,300,19
8061,0,0.2001988733,0.900583333333334,1.587603222,7.93031496557143,0,0,0.18,180,20
8062,0,0.2001988733,0.96,1.654276984,8.07622162792857,0,0,0.18,180,21
8063,0,0.09335127401,0.829833330833333,1.403219638,7.76350283371429,0.64000000000000012,0,0.1,100,22
8064,0,0.09335127401,0.784541666666667,1.607985028,8.21284492907143,0.64000000000000012,0,0.1,100,23
8065,0,0.02306791905,0.473416666666666,1.525217484,6.9914984515,0.64000000000000012,0,0.1,100,0
8066,0,0.0560225152,0.462583333333333,1.163452678,6.58561145692857,0.64000000000000012,0,0.1,100,1
8067,0,0.0560225152,0.4073333325,1.488080188,7.14347910978571,0.64000000000000012,0,0.1,100,2
8068,0,0.003996972205,0.433291666666667,1.4051886,6.39570329607143,0.64000000000000012,0,0.1,100,3
8069,0,0,0.435708333333334,1.3637012,6.40307831678572,0.64000000000000012,0,0.1,100,4
8070,0.01290740757,0.003996972205,0.435833333333333,1.142747722,6.49902333235714,0.64000000000000012,0,0.1,100,5
8071,0.05098954903,0.003996972205,0.640125000416666,1.04058904,6.09696239964286,0.64000000000000012,0,0.1,100,6
8072,0.08643545768,0.1409909184,0.937083334583333,1.052478814,5.70428724928572,0,0,0.3,300,7
8073,0.1165932294,0.02306791905,0.991166666666667,1.026708444,5.99226012764286,0,0,0.3,300,8
8074,0.1560691417,0.02306791905,0.81129166625,1.191781844,5.34684092446429,0,0.41142857142857142,0.18,180,9
8075,0.3072367339,0.003996972205,0.977791666666667,1.172311614,5.91069498142857,0,0.41142857142857142,0.18,180,10
8076,0.4032556518,0,0.817583333333333,1.155795446,5.59465130457143,0,0.41142857142857142,0.18,180,11
8077,0.3493941197,0,0.621625,1.034708788,5.55064152214286,0,0.41142857142857142,0.18,180,12
8078,0.2860795707,0.09335127401,0.64137500125,0.842675396,5.25379594728572,0,0.41142857142857142,0.18,180,13
8079,0.4206479454,0.1409909184,0.626916665833334,0.927312588,5.4555773245,0,0.41142857142857142,0.18,180,14
8080,0.3518688147,0.1409909184,0.50975,0.885531232,5.59723912021429,0,0.41142857142857142,0.18,180,15
8081,0.27758713,0.1409909184,0.514083333333333,0.951482802,5.20826790375,0,0,0.3,300,16
8082,0.1260132065,0.1409909184,0.585958333333333,0.897305624,5.41454740592857,0,0,0.3,300,17
8083,0.04066330557,0.0560225152,0.729249998333333,0.831403644,5.08185753307143,0,0,0.3,300,18
8084,0.006127542655,0.0560225152,0.788000000416667,0.795755986,4.80131539010714,0,0,0.3,300,19
8085,0,0.0560225152,1.07004166666667,0.774228168,4.61921201957143,0,0,0.18,180,20
8086,0,0,1.00633333166667,0.809293018,4.33432636785714,0,0,0.18,180,21
8087,0,0,1.09299999666667,0.74968002,4.24620042760714,0.64000000000000012,0,0.1,100,22
8088,0,0,0.908041666666667,0.817315192,4.03446348814214,0.64000000000000012,0,0.1,100,23
8089,0,0,0.563416666666666,0.650613192,3.78297800739286,0.64000000000000012,0,0.1,100,0
8090,0,0,0.542291665833333,0.616611624,3.45180816221429,0.64000000000000012,0,0.1,100,1
8091,0,0,0.501041665833333,0.75421964,3.91629239328571,0.64000000000000012,0,0.1,100,2
8092,0,0,0.418125,0.682283234,3.58191651056071,0.64000000000000012,0,0.1,100,3
8093,0.004591001984,0,0.430083333333334,0.790545796,3.54211370413571,0.64000000000000012,0,0.1,100,4
8094,0.0239591613,0,0.40587499875,0.690789564,3.87196583542857,0.64000000000000012,0,0.1,100,5
8095,0.1587459236,0,0.538958334166666,0.636384334,3.66043995978571,0.64000000000000012,0,0.1,100,6
8096,0.3500187096,0,0.909625,0.750071164,3.71612397532143,0,0,0.3,300,7
8097,0.5242036901,0,1.06216666666667,0.609378474,3.45232319746429,0,0,0.3,300,8
8098,0.6781583293,0.0560225152,0.849833332083333,0.799167318,3.83978631275,0,0.41142857142857142,0.18,180,9
8099,0.7823700131,0.0560225152,0.611041665833333,0.71097094,3.53866407953571,0,0.41142857142857142,0.18,180,10
8100,0.8338834886,0.2001988733,0.682583333333333,0.721580778,3.69864390103571,0,0.41142857142857142,0.18,180,11
8101,0.734486734,0.2001988733,0.587208333333333,0.758956818,3.51716680978571,0,0.41142857142857142,0.18,180,12
8102,0.6926976251,0.2001988733,0.5913333325,0.790306538,3.56124973221429,0,0.41142857142857142,0.18,180,13
8103,0.6542573138,0.2001988733,0.596874999166666,0.722555834,3.69185617303571,0,0.41142857142857142,0.18,180,14
8104,0.4707160412,0.0560225152,0.544166665833333,0.7602017,3.66003844332143,0,0.41142857142857142,0.18,180,15
8105,0.2970065031,0.1409909184,0.553583333333333,0.763313736,3.47281550378571,0,0,0.3,300,16
8106,0.1356937882,0.2001988733,0.592625,0.743785512,3.60883154207143,0,0,0.3,300,17
8107,0.0371944115,0.272232564,0.762333333333334,0.51110144,3.24441280635714,0,0,0.3,300,18
8108,0.01227930969,0.09335127401,0.876125000416667,0.667230988,2.76143983896429,0,0,0.3,300,19
8109,0,0.1409909184,0.971708333333333,0.588145182,2.36640079742857,0,0,0.18,180,20
8110,0,0.0560225152,1.14975,0.661035678,2.25297756885714,0,0,0.18,180,21
8111,0,0.1409909184,0.956833332083334,0.738936476,1.48414314728571,0.64000000000000012,0,0.1,100,22
8112,0,0.09335127401,0.824,0.609940124,1.72652684889286,0.64000000000000012,0,0.1,100,23
8113,0,0.02306791905,0.5409166675,0.32864483,1.25767929903571,0.64000000000000012,0,0.1,100,0
8114,0,0.0560225152,0.401791666666667,0.418306244,0.429076722313571,0.64000000000000012,0,0.1,100,1
8115,0,0.09335127401,0.427875,0.460867192,0.628395959147143,0.64000000000000012,0,0.1,100,2
8116,0,0.1409909184,0.393666666666667,0.449552972,0.858036437659429,0.64000000000000012,0,0.1,100,3
8117,0.004601373615,0.2001988733,0.359875,0.518904988,1.05133530828571,0.64000000000000012,0,0.1,100,4
8118,0.05007728992,0.2001988733,0.418958333333333,0.543914792,1.42452245032143,0.64000000000000012,0,0.1,100,5
8119,0.1131813763,0.272232564,0.512666666666667,0.804168458,3.21729848042857,0.64000000000000012,0,0.1,100,6
8120,0.15519282,0.272232564,0.737083334166667,0.983157992,4.34615931871429,0,0,0.3,300,7
8121,0.2649304398,0.3583494154,0.778125,1.161580346,4.71712663542857,0,0,0.3,300,8
8122,0.3661149298,0.4598068526,0.849333334166666,1.01829593,4.33757652628571,0,0.41142857142857142,0.18,180,9
8123,0.2991993025,0.4598068526,0.834916666666666,1.070522968,4.42305725778572,0,0.41142857142857142,0.18,180,10
8124,0.5447515742,0.4598068526,0.622708333333333,1.1723381,5.31360453485714,0,0.41142857142857142,0.18,180,11
8125,0.7830458186,0.603575805,0.626958333333333,1.292813812,5.64565938614286,0,0.41142857142857142,0.18,180,12
8126,0.7610969089,0.8,0.570500000833333,1.159860648,5.964527729,0,0.41142857142857142,0.18,180,13
8127,0.6691955182,0.8,0.596791666666667,1.362952088,6.5578750305,0,0.41142857142857142,0.18,180,14
8128,0.468787785,0.8,0.691499999166666,1.29923667,6.19778135242857,0,0.41142857142857142,0.18,180,15
8129,0.280612608,0.8,0.694625,1.532170664,6.79019157914286,0,0,0.3,300,16
8130,0.1326796586,0.8,0.658166666666667,1.694680672,6.97471230435714,0,0,0.3,300,17
8131,0.02485479478,0.7432086672,0.936666665416667,1.582473334,6.46247237157143,0,0,0.3,300,18
8132,0.01458159636,0.4598068526,0.965333333333333,1.50978483,6.70675808878571,0,0,0.3,300,19
8133,0,0.09335127401,0.9975416675,1.782418444,8.51241941364286,0,0,0.18,180,20
8134,0,0.02306791905,0.920166665416667,1.49099302,6.936098386,0,0,0.18,180,21
8135,0,0.003996972205,0.984833332083334,1.536745892,7.51406155842857,0.64000000000000012,0,0.1,100,22
8136,0,0,0.874958333333333,1.656979754,7.83493580435714,0.64000000000000012,0,0.1,100,23
8137,0,0,0.561083333333333,1.504226866,7.029268991,0.64000000000000012,0,0.1,100,0
8138,0,0.003996972205,0.602166665833333,1.478902022,7.24656334307143,0.64000000000000012,0,0.1,100,1
8139,0,0,0.464416666666666,1.537447228,7.11490548121429,0.64000000000000012,0,0.1,100,2
8140,0,0,0.448833333333333,1.414076424,6.96783052935714,0.64000000000000012,0,0.1,100,3
8141,0.002300980281,0.003996972205,0.430875,1.451289126,6.64063789957143,0.64000000000000012,0,0.1,100,4
8142,0.01671308655,0,0.429125,1.412847552,6.79625627664286,0.64000000000000012,0,0.1,100,5
8143,0.04732689394,0.09335127401,0.517,1.604280336,7.19558011135714,0.64000000000000012,0,0.1,100,6
8144,0.08510805322,0.09335127401,0.81308333375,1.48211672,7.08378877071429,0,0,0.3,300,7
8145,0.1947443162,0.0560225152,0.935833333333333,1.578587606,7.08014364635714,0,0,0.3,300,8
8146,0.2075155393,0.02306791905,0.910791669166667,1.628038278,7.13226716085714,0,0.41142857142857142,0.18,180,9
8147,0.2755150667,0,0.734083333333334,1.720525622,7.55763150664286,0,0.41142857142857142,0.18,180,10
8148,0.3451698227,0,0.683166666666667,1.55920164,6.72365674214286,0,0.41142857142857142,0.18,180,11
8149,0.09627489477,0.2001988733,0.683708333333333,1.494798028,7.47879709442857,0,0.41142857142857142,0.18,180,12
8150,0.02997598761,0.1409909184,0.756250000833334,1.721461648,7.27329982157143,0,0.41142857142857142,0.18,180,13
8151,0.08309478319,0.003996972205,0.785250000833333,1.416364784,7.008223474,0,0.41142857142857142,0.18,180,14
8152,0.09611750287,0,0.729666667083333,1.61523944,7.29160514964286,0,0.41142857142857142,0.18,180,15
8153,0.05600414067,0.09335127401,0.682875,1.67725223,7.23394325178572,0,0,0.3,300,16
8154,0.01226095196,0.09335127401,0.66825,1.546794042,7.22698001307143,0,0,0.3,300,17
8155,0.008397210699,0.003996972205,0.924083330833333,1.53727898,7.30786014071429,0,0,0.3,300,18
8156,0.00230112039,0,1.05833333333333,1.716927748,7.96788350335714,0,0,0.3,300,19
8157,0,0,0.947916667083333,1.656902416,8.12489065528571,0,0,0.18,180,20
8158,0,0,1.0579999975,1.690351104,8.41767258542857,0,0,0.18,180,21
8159,0,0,0.93175,1.607229398,7.44531860014286,0.64000000000000012,0,0.1,100,22
8160,0,0,0.881333333333333,1.752813084,7.94260882614286,0.64000000000000012,0,0.1,100,23
8161,0,0.02306791905,0.650624995833333,1.567003936,8.33332546814286,0.64000000000000012,0,0.1,100,0
8162,0,0,0.505666665833333,1.59377606,8.1272997075,0.64000000000000012,0,0.1,100,1
8163,0,0,0.44437499875,1.693220958,8.0142521455,0.64000000000000012,0,0.1,100,2
8164,0,0,0.406708333333333,1.393266136,6.91841892385714,0.64000000000000012,0,0.1,100,3
8165,0.002296215216,0,0.434624999166667,1.446457176,5.66460953632143,0.64000000000000012,0,0.1,100,4
8166,0.02341743513,0,0.383083333333334,1.528929782,6.47599277842857,0.64000000000000012,0,0.1,100,5
8167,0.1506603769,0.003996972205,0.548958334583333,1.53521194,6.74700482642857,0.64000000000000012,0,0.1,100,6
8168,0.277248121,0,0.461208333333334,1.774628108,7.62231364907143,0,0,0.3,300,7
8169,0.3848395753,0.02306791905,0.698708333333333,1.776780148,7.32162704307143,0,0,0.3,300,8
8170,0.6132700265,0.0560225152,1.06837500416667,1.894039382,7.62484038192857,0,0.41142857142857142,0.18,180,9
8171,0.6453759003,0.2001988733,0.843375,1.641308202,6.388020437,0,0.41142857142857142,0.18,180,10
8172,0.814513298,0.7432086672,0.793125000833333,1.719801946,7.29308879,0,0.41142857142857142,0.18,180,11
8173,0.8104078706,0.7432086672,0.867041666666667,1.77670359,7.10522290464286,0,0.41142857142857142,0.18,180,12
8174,0.7527618654,0.7432086672,0.684416666666667,1.87883026,7.07848522292857,0,0.41142857142857142,0.18,180,13
8175,0.6442285621,0.4598068526,0.673291666666667,1.713944348,7.08272896578572,0,0.41142857142857142,0.18,180,14
8176,0.4970914753,0.1409909184,0.5615,1.758534814,7.78951204721429,0,0.41142857142857142,0.18,180,15
8177,0.3282878171,0.8,0.631041666666666,1.566199296,7.21887323735714,0,0,0.3,300,16
8178,0.1560289052,0.4598068526,0.728375,1.696136004,7.56438114007143,0,0,0.3,300,17
8179,0.04298358576,0.603575805,0.936833332083333,1.465501776,7.39519355014286,0,0,0.3,300,18
8180,0.01073157821,0.3583494154,1.13675000041667,1.61001721,7.92846666928571,0,0,0.3,300,19
8181,0,0.603575805,0.897375000416667,1.676048456,8.39249231671428,0,0,0.18,180,20
8182,0,0.4598068526,0.882916666666667,1.643331156,7.538831671,0,0,0.18,180,21
8183,0,0,0.88249999875,1.605970716,8.48307576242857,0.64000000000000012,0,0.1,100,22
8184,0,0,0.835291666666667,1.415970068,8.28731416085715,0.64000000000000012,0,0.1,100,23
8185,0,0.2001988733,0.444666666666667,1.545949884,8.09979329328571,0.64000000000000012,0,0.1,100,0
8186,0,0,0.588958333333333,1.598774234,8.51309009721429,0.64000000000000012,0,0.1,100,1
8187,0,0.2001988733,0.4450833325,1.498226514,8.139893034,0.64000000000000012,0,0.1,100,2
8188,0,0.603575805,0.465333333333333,1.66938003,7.51744395892857,0.64000000000000012,0,0.1,100,3
8189,0.004594646781,0.272232564,0.431333333333333,1.503800338,6.72589889407143,0.64000000000000012,0,0.1,100,4
8190,0.03301821595,0.3583494154,0.387333333333334,1.420368328,7.23054378264286,0.64000000000000012,0,0.1,100,5
8191,0.08191723763,0.09335127401,0.49908333375,1.669148206,7.77583357028572,0.64000000000000012,0,0.1,100,6
8192,0.2294993271,0.8,0.796875,1.727514898,7.65510604478572,0,0,0.3,300,7
8193,0.2432615249,0.603575805,0.765375,1.935820376,8.1819230235,0,0,0.3,300,8
8194,0.6237879794,0.1409909184,0.75725,1.851429982,8.36742675807143,0,0.41142857142857142,0.18,180,9
8195,0.7163150272,0.8,0.785,1.981126146,7.383283984,0,0.41142857142857142,0.18,180,10
8196,0.7048269774,0.3583494154,0.752916666666667,1.678498424,7.66300414114286,0,0.41142857142857142,0.18,180,11
8197,0.3810349273,0.3583494154,0.822624999166667,1.823227782,7.48806440735714,0,0.41142857142857142,0.18,180,12
8198,0.5405682029,0.09335127401,0.6895833325,1.539999634,7.68565936814286,0,0.41142857142857142,0.18,180,13
8199,0.6697096215,0.09335127401,0.684791667083333,1.77634824,7.43678965821429,0,0.41142857142857142,0.18,180,14
8200,0.4990079931,0.8,0.658208334583334,1.587944504,7.12779152285714,0,0.41142857142857142,0.18,180,15
8201,0.3037396371,0,0.745958333333334,1.584637934,7.59273818007143,0,0,0.3,300,16
8202,0.1513499649,0.2001988733,0.727541666666666,1.567676142,7.39593517021429,0,0,0.3,300,17
8203,0.03095127552,0.0560225152,0.968458328333333,1.66246054,7.7812096575,0,0,0.3,300,18
8204,0.01304224294,0.1409909184,0.993791669583334,1.370266508,7.38646217657143,0,0,0.3,300,19
8205,0,0.0560225152,0.8666666625,1.726599694,7.13398238278572,0,0,0.18,180,20
8206,0,0.2001988733,0.97975,1.638749702,7.56858329057143,0,0,0.18,180,21
8207,0,0.3583494154,0.936208333333333,1.758824794,8.021865549,0.64000000000000012,0,0.1,100,22
8208,0,0.1409909184,0.729041666666667,1.60668701,8.47625646607143,0.64000000000000012,0,0.1,100,23
8209,0,0.02306791905,0.642916666666666,1.64783192,7.81471379214286,0.64000000000000012,0,0.1,100,0
8210,0,0.003996972205,0.53275,1.514190122,8.36803601378572,0.64000000000000012,0,0.1,100,1
8211,0,0.003996972205,0.5305,1.534851174,7.22435649864286,0.64000000000000012,0,0.1,100,2
8212,0,0,0.5375,1.342189638,6.76783134514286,0.64000000000000012,0,0.1,100,3
8213,0,0,0.428166666666667,1.227996934,6.03947085714286,0.64000000000000012,0,0.1,100,4
8214,0.01217935644,0,0.483333333333333,1.443266726,6.20079988278572,0.64000000000000012,0,0.1,100,5
8215,0.05940844809,0,0.515333333333333,1.37281208,7.09357070642857,0.64000000000000012,0,0.1,100,6
8216,0.1110412852,0.09335127401,0.788458333333334,1.401063528,7.24234655621429,0,0,0.3,300,7
8217,0.07677184044,0.4598068526,0.8682083325,1.485536248,7.25070890442857,0,0,0.3,300,8
8218,0.1068597777,0.603575805,0.946833333333333,1.632094054,7.31136474721429,0,0.41142857142857142,0.18,180,9
8219,0.3096758193,0.603575805,0.85625,1.624453858,7.87390283328571,0,0.41142857142857142,0.18,180,10
8220,0.5355399414,0.603575805,0.7450833325,1.5926221,7.45747984678572,0,0.41142857142857142,0.18,180,11
8221,0.5145130965,0.603575805,0.644416666666666,1.697950156,7.37883881157143,0,0.41142857142857142,0.18,180,12
8222,0.4269964661,0.1409909184,0.6785416675,1.592943184,7.0625749125,0,0.41142857142857142,0.18,180,13
8223,0.2576460005,0.7432086672,0.547083335833333,1.546450018,6.99288150707143,0,0.41142857142857142,0.18,180,14
